361,62382,67114,0,0,
381,66077,67152,67153,67154,
383,66140,67158,67159,67160,
384,66141,67161,67162,67163,
407,65828,67241,67242,67243,
441,66001,67281,67282,67283,
470,66829,67315,67316,67317,
483,66813,67330,0,0,
484,66809,67331,0,0,
501,66655,67436,0,0,
502,67441,67442,0,0,
503,66195,67444,0,0,
504,66184,67446,0,0,
505,66289,67448,0,0,
506,67199,67450,0,0,
507,67453,67454,0,0,
508,66542,67456,0,0,
509,67458,67459,0,0,
510,66203,67462,0,0,
621,66536,67674,0,0,
622,66537,67675,0,0,
623,66538,67676,0,0,
624,66552,67677,0,0,
625,66619,67678,0,0,
626,66620,67679,0,0,
627,66903,67680,0,0,
628,66862,67681,0,0,
661,66332,67755,67756,67757,
681,67280,67811,0,0,
682,67439,67812,0,0,
683,66672,67813,0,0,
684,66676,67814,0,0,
685,67798,67815,0,0,
686,67796,67816,0,0,
701,67721,67847,0,0,
741,67762,67873,0,0,
742,67761,67874,0,0,
743,67808,67875,0,0,
744,67781,67876,0,0,
745,67778,67877,0,0,
746,67719,67878,0,0,
747,67774,67879,0,0,
748,67749,67880,0,0,
749,67718,67881,0,0,
750,67823,67882,0,0,
751,67725,67883,0,0,
752,67724,67884,0,0,
753,67722,67885,0,0,
754,67729,67886,0,0,
761,67754,67889,0,0,
841,67440,68068,0,0,
867,65998,68106,68107,68108,
883,66808,68160,0,0,
886,66541,68169,0,0,
887,67452,68170,0,0,
921,67731,68305,0,0,
922,67745,68306,0,0,
923,66042,68310,0,0,
924,66043,68311,0,0,
925,66044,68312,0,0,
926,66095,68313,0,0,
927,67710,68315,0,0,
928,67594,68316,0,0,
929,67709,68317,0,0,
930,67528,68318,0,0,
931,67529,68319,0,0,
932,67537,68320,0,0,
941,66149,68396,0,0,
961,66264,68404,68405,68406,
981,-1,-1,0,0,
1021,68508,68512,0,0,
1101,66533,68586,68587,68588,
1221,66529,68825,0,0,
1222,67034,68826,0,0,
1223,66456,68827,0,0,
1224,67200,68829,0,0,
1225,66183,68831,0,0,
1226,66186,68832,0,0,
1242,18392,68926,0,0,
1261,68960,68963,0,0,
1262,68959,68964,0,0,
1263,20203,68969,0,0,
1264,18435,68970,0,0,
1281,68858,69047,0,0,
1282,68921,69049,0,0,
1301,68867,69286,0,0,
1302,18500,69293,0,0,
1303,17731,69294,0,0,
1321,18958,69308,0,0,
1421,66518,69495,0,0,
1422,67797,69502,0,0,
1441,67461,69505,0,0,
1461,67195,69515,0,0,
1501,69155,69627,0,0,
1502,69238,69628,0,0,
1503,69167,69629,0,0,
1521,69245,69645,0,0,
1522,69233,69646,0,0,
1561,69159,70135,70136,70137,
1562,69161,70138,70139,70140,
1581,70169,70180,0,0,
1582,70176,70181,0,0,
1583,70080,70182,0,0,
1584,70144,70183,0,0,
1585,70145,70184,0,0,
1601,69642,70204,0,0,
1602,69564,70205,0,0,
1603,69080,70206,0,0,
1604,69069,70207,0,0,
1605,69068,70208,0,0,
1606,69060,70209,0,0,
1607,69148,70210,0,0,
1608,69088,70211,0,0,
1609,68895,70212,0,0,
1610,69066,70213,0,0,
1641,69578,70269,0,0,
1642,69577,70270,0,0,
1643,69504,70271,0,0,
1644,69527,70272,0,0,
1645,69581,70273,0,0,
1646,69520,70275,0,0,
1647,69574,70276,0,0,
1648,69573,70277,0,0,
1649,70278,70279,0,0,
1650,69572,70280,0,0,
1651,69528,70281,0,0,
1652,69583,70282,0,0,
1653,69586,70283,0,0,
1654,69585,70284,0,0,
1655,69603,70285,0,0,
1656,69604,70286,0,0,
1661,68982,70322,0,0,
1662,68863,70323,0,0,
1663,68873,70324,0,0,
1681,68778,70333,0,0,
1682,68774,70334,0,0,
1683,68785,70335,0,0,
1684,68786,70336,0,0,
1701,70380,70384,0,0,
1721,70386,70387,0,0,
1741,69199,70398,0,0,
1742,69184,70399,0,0,
1743,69933,70400,0,0,
1761,69019,70433,0,0,
1762,68989,70434,0,0,
1763,69024,70436,0,0,
1781,69163,70468,70469,70470,
1801,69055,70814,0,0,
1821,69146,70823,70824,70825,
1822,69057,70826,72088,72089,
1823,69425,70827,0,0,
1841,69075,70834,70835,70836,
1861,69029,70850,0,0,
1862,68789,70851,0,0,
1901,71089,71090,0,0,
1922,69355,71106,0,0,
1923,69389,71107,0,0,
1924,69576,71108,0,0,
1925,71110,71111,0,0,
1926,69404,71112,0,0,
1927,71114,71115,0,0,
1928,69989,71116,0,0,
1929,69927,71117,0,0,
1930,70362,71118,0,0,
1931,69911,71119,0,0,
1932,69923,71120,0,0,
1933,69899,71121,0,0,
1934,69930,71122,0,0,
1935,69969,71124,0,0,
1936,70395,71125,0,0,
1937,69975,71126,0,0,
1938,69921,71128,0,0,
1939,69917,71129,0,0,
1940,69869,71130,0,0,
1941,69963,71131,0,0,
1942,69958,71133,0,0,
1943,69934,71134,0,0,
1944,69973,71135,0,0,
1945,69970,71136,0,0,
1946,69905,71137,0,0,
1947,69906,71138,0,0,
1948,69882,71141,0,0,
1949,69898,71142,0,0,
1950,69972,71143,0,0,
1951,69974,71144,0,0,
1952,69920,71145,0,0,
1953,69967,71146,0,0,
1954,69965,71147,0,0,
1955,69968,71148,0,0,
1956,70408,72336,0,0,
1957,70407,71151,0,0,
1958,70426,71152,0,0,
1959,70409,71153,0,0,
1960,70435,71154,0,0,
1961,70449,71155,0,0,
1962,71160,71161,0,0,
1981,69778,71208,0,0,
1982,69833,71209,73029,73030,
1983,69751,71210,73024,73025,
1984,69761,71212,73026,73027,
1985,69507,71213,73189,73190,
1986,69789,71215,71587,71588,
1987,69240,71218,73019,73020,
1988,69195,71219,73031,73032,
1989,69278,71221,0,0,
1990,69290,71222,73033,73034,
1991,69674,71224,73022,73023,
2003,69244,71288,73173,73174,
2004,71286,71292,0,0,
2005,71296,71297,0,0,
2006,71299,71300,0,0,
2021,71316,71317,0,0,
2041,71323,71324,0,0,
2042,71330,71331,0,0,
2043,71337,71338,0,0,
2061,71361,71362,0,0,
2062,71369,71370,0,0,
2063,71377,71378,0,0,
2064,71380,71381,0,0,
2081,71468,71469,0,0,
2082,70867,71473,71532,71533,
2083,70877,71474,0,0,
2084,70946,71475,71476,71477,
2085,71446,71478,71479,71480,
2086,71447,71481,71482,71483,
2087,70879,71525,71530,71531,
2090,71546,71547,0,0,
2091,71623,71624,71625,71626,
2092,70985,71698,71699,71700,
2093,71726,71727,71728,71729,
2095,69326,71731,72027,72028,
2098,71737,71740,0,0,
2100,71086,71743,72029,72030,
2102,70704,71747,0,0,
2104,71778,71779,0,0,
2105,71780,71781,0,0,
2106,71782,71783,0,0,
2107,71788,71789,0,0,
2108,71356,71803,0,0,
2109,71818,71819,71820,71821,
2110,71271,71829,0,0,
2113,71899,71900,71901,71902,
2114,71307,71908,0,0,
2115,69166,71912,0,0,
2116,71906,71942,0,0,
2118,70994,71962,71963,71964,
2119,70351,71966,71967,71968,
2121,70594,72005,72488,72489,
2122,70670,72006,72493,72494,
2123,71420,72007,72501,72502,
2124,71254,72008,72503,72504,
2125,71544,72010,72011,72012,
2126,71946,72031,72032,72033,
2127,72091,72095,0,0,
2128,72034,72096,0,0,
2129,72082,72097,0,0,
2130,72004,72098,0,0,
2131,69291,72101,72102,72103,
2132,72090,72104,0,0,
2133,71001,72108,72109,72110,
2134,72120,72121,0,0,
2135,72123,72124,0,0,
2136,72111,72125,0,0,
2138,72155,72162,0,0,
2139,72163,72164,0,0,
2140,72166,72167,0,0,
2141,72169,72170,0,0,
2142,72194,72196,0,0,
2143,70986,72981,72982,72983,
2144,72208,72211,0,0,
2145,72227,72228,72229,72230,
2146,70816,72233,72234,72235,
2147,71927,72258,0,0,
2148,72264,72265,72266,72267,
2149,72268,72269,0,0,
2150,72270,72271,0,0,
2151,72272,72273,0,0,
2152,72276,72277,0,0,
2153,72260,72278,72279,72280,
2154,72285,72288,0,0,
2155,69638,72306,72307,72308,
2156,72299,72309,72310,72311,
2157,72318,72319,0,0,
2158,72320,72323,0,0,
2159,72322,72324,0,0,
2160,72326,72327,0,0,
2161,72329,72330,0,0,
2162,72333,72334,0,0,
2163,72344,72345,0,0,
2164,72368,72369,0,0,
2165,72057,72421,0,0,
2167,72360,72434,0,0,
2168,72363,72436,0,0,
2169,72380,72438,72439,72440,
2170,72385,72441,72442,72443,
2171,72255,72444,72445,72446,
2172,72409,72447,72448,72449,
2173,72383,72450,0,0,
2174,72435,72452,0,0,
2175,72422,72453,0,0,
2176,70672,72455,72832,72833,
2177,70346,72456,72868,72869,
2178,70539,72457,72875,72876,
2179,70853,72458,72873,72874,
2180,71279,72459,72621,72622,
2181,71278,72460,72619,72620,
2182,71603,72461,0,0,
2183,72451,72463,72671,72672,
2184,72454,72464,72506,72507,
2185,70906,72485,72486,72487,
2186,70659,72490,72491,72492,
2187,71236,72495,72496,72497,
